표준코드	단축코드	한글종목명	한글종목약명	영문종목명	상장일	기초지수명	지수산출기관	추적배수	복제방법	기초시장분류	기초자산분류	상장좌수	운용사	CU수량	총보수	과세유형
KR7381570001	381570	NH-Amundi HANARO Fn친환경에너지증권상장지수투자신탁(주식)	HANARO Fn친환경에너지	NH-Amundi HANARO Green Energy ETF	2021-04-02	FnGuide 친환경에너지 지수 (시장가격)	FnGuide	일반 (1)	실물	국내	주식	800000	엔에이치아문디자산운용	50000	0.45	비과세
KR7346000003	346000	NH-Amundi HANARO KAP 초장기국고채증권상장지수투자신탁(채권-파생형)	HANARO KAP초장기국고채	NH-Amundi HANARO KAP Ultra Long-term KTB ETF	2020-01-16	KAP 초장기 국고채 지수(총수익)	한국자산평가(KAP)	일반 (1)	실물	국내	채권	188000	엔에이치아문디자산운용	2000	0.2	배당소득세(보유기간과세)
KR7304760002	304760	NH-Amundi HANARO KRX300증권상장지수투자신탁[주식]	HANARO KRX300	NH-Amundi HANARO KRX300 ETF	2018-08-14	KRX 300	KRX	일반 (1)	실물	국내	주식	900000	엔에이치아문디자산운용	50000	0.05	비과세
KR7332940006	332940	NH-Amundi HANARO MSCI Korea Total Return증권상장지수투자신탁(주식)	HANARO MSCI Korea TR	NH-Amundi HANARO MSCI Korea TR ETF	2019-08-28	MSCI Korea TR Index	MSCI	일반 (1)	실물	국내	주식	16200000	엔에이치아문디자산운용	100000	0.12	배당소득세(보유기간과세)
KR7322400003	322400	NH-Amundi HANARO e커머스증권상장지수투자신탁[주식]	HANARO e커머스	NH-Amundi HANARO e-Commerce ETF	2019-04-23	FnGuide E커머스 지수	FnGuide	일반 (1)	실물	국내	주식	2900000	엔에이치아문디자산운용	50000	0.45	비과세
KR7322410002	322410	NH-Amundi HANARO 고배당증권상장지수투자신탁[주식]	HANARO 고배당	NH-Amundi HANARO High Dividend ETF	2019-04-23	FnGuide 고배당 알파 지수	FnGuide	일반 (1)	실물	국내	주식	2400000	엔에이치아문디자산운용	50000	0.25	비과세
KR7354350001	354350	NH-Amundi HANARO 글로벌럭셔리S&P 증권상장지수투자신탁(주식-파생형)(합성)	HANARO 글로벌럭셔리S&P(합성)	NH-Amundi HANARO Global Luxury S&P ETF (Synth)	2020-05-12	S&P Global Luxury Index	S&P	일반 (1)	합성	해외	주식	1150000	엔에이치아문디자산운용	10000	0.5	배당소득세(보유기간과세)
KR7314700006	314700	NH-Amundi HANARO 농업융복합산업증권상장지수투자신탁(주식)	HANARO 농업융복합산업	NH-Amundi HANARO Agriculture Business ETF	2018-12-21	FnGuide 농업융복합산업 지수(시장가격)	FnGuide	일반 (1)	실물	국내	주식	550000	엔에이치아문디자산운용	50000	0.5	비과세
KR7306540006	306540	NH-Amundi HANARO 단기통안채증권상장지수투자신탁(채권)	HANARO 단기통안채	NH-Amundi HANARO Short-term MSB ETF	2018-09-18	KAP 단기 통안채 지수(총수익)	한국자산평가(KAP)	일반 (1)	실물	국내	채권	23000	엔에이치아문디자산운용	1000	0.1	배당소득세(보유기간과세)
KR7306530007	306530	NH-Amundi HANARO 코스닥150선물레버리지증권상장지수투자신탁(주식-파생형)	HANARO 코스닥150선물레버리지	NH-Amundi HANARO KOSDAQ150 Futures Leverage ETF	2018-09-18	F-코스닥150 지수	KRX	2X 레버리지 (2)	실물	국내	주식	400000	엔에이치아문디자산운용	20000	0.45	배당소득세(보유기간과세)
KR7304770001	304770	NH-Amundi HANARO 코스닥150증권상장지수투자신탁[주식]	HANARO 코스닥150	NH-Amundi HANARO KOSDAQ150 ETF	2018-08-14	코스닥 150	KRX	일반 (1)	실물	국내	주식	2540000	엔에이치아문디자산운용	20000	0.2	비과세
KR7375760006	375760	NH-Amundi HANARO 탄소효율그린뉴딜증권상장지수투자신탁[주식]	HANARO 탄소효율그린뉴딜	NH-Amundi HANARO Green-Newdeal ETF	2021-02-05	KRX/S&P 탄소효율 그린뉴딜지수	KRX	일반 (1)	실물	국내	주식	1100000	엔에이치아문디자산운용	100000	0.2	비과세
KR7140950007	140950	교보악사 파워 K100 증권 상장지수투자신탁(주식)	파워 코스피100	Kyobo AXA POWER K100 ETF[EQUITY]	2011-05-03	코스피 100	KRX	일반 (1)	실물	국내	주식	440000	교보악사자산운용	40000	0.155	비과세
KR7152870002	152870	교보악사 파워 K200 증권 상장지수투자신탁(주식)	파워 200	Kyobo AXA POWER K200 ETF	2012-02-13	코스피 200	KRX	일반 (1)	실물	국내	주식	650000	교보악사자산운용	50000	0.145	비과세
KR7192720001	192720	교보악사 파워 고배당저변동성 증권 상장지수투자신탁(주식)	파워 고배당저변동성	Kyobo Axa Power LVHD ETF	2014-02-20	코스피 200 고배당지수	KRX	일반 (1)	실물	국내	주식	240000	교보악사자산운용	30000	0.23	비과세
KR7176710002	176710	교보악사 파워 국고채 증권 상장지수투자신탁[채권]	파워 중기국고채	KyoboAXA POWER KTB ETF [Bond]	2013-05-22	KTB INDEX(시장가격)	KRX	일반 (1)	실물	국내	채권	60000	교보악사자산운용	30000	0.145	배당소득세(보유기간과세)
KR7137930004	137930	마이다스 코스피200커버드콜5%OTM증권상장지수투자신탁(주식)	마이다스 200커버드콜5%OTM	MIDAS KOSPI200 Covered Call ETF	2011-02-15	코스피 200 커버드콜 5% OTM	KRX	일반 (1)	실물	국내	주식	600000	마이다스에셋	100000	0.45	배당소득세(보유기간과세)
KR7310960000	310960	미래에셋 TIGER 200 Total Return증권상장지수투자신탁(주식)	TIGER 200TR	MIRAE ASSET TIGER 200 Total Return ETF	2018-11-20	코스피 200 TR	KRX	일반 (1)	실물	국내	주식	3000000	미래에셋자산운용	100000	0.09	배당소득세(보유기간과세)
KR7227550001	227550	미래에셋 TIGER 200 산업재 증권상장지수투자신탁(주식)	TIGER 200 산업재	MIRAE ASSET TIGER 200 INDUSTRIALS ETF	2015-09-23	코스피 200 산업재	KRX	일반 (1)	실물	국내	주식	800000	미래에셋자산운용	20000	0.4	비과세
KR7227560000	227560	미래에셋 TIGER 200 생활소비재 증권상장지수투자신탁(주식)	TIGER 200 생활소비재	MIRAE ASSET TIGER 200 CONSUMER STAPLES ETF	2015-09-23	코스피 200 생활소비재	KRX	일반 (1)	실물	국내	주식	340000	미래에셋자산운용	20000	0.4	비과세
KR7102110004	102110	미래에셋 TIGER 200 증권상장지수투자신탁(주식)	TIGER 200	MIRAE ASSET TIGER 200 ETF	2008-04-03	코스피 200	KRX	일반 (1)	실물	국내	주식	51650000	미래에셋자산운용	50000	0.05	비과세
KR7243880002	243880	미래에셋 TIGER 200IT레버리지증권상장지수투자신탁(주식-파생형)	TIGER 200IT레버리지	MIRAE ASSET TIGER 200 IT LEVERAGE ETF	2016-05-13	코스피 200 정보기술	KRX	2X 레버리지 (2)	실물	국내	주식	800000	미래에셋자산운용	50000	0.69	배당소득세(보유기간과세)
KR7252000005	252000	미래에셋 TIGER 200동일가중증권상장지수투자신탁(주식)	TIGER 200동일가중	MIRAE ASSET TIGER 200 EW ETF	2016-09-20	코스피 200 동일가중지수	KRX	일반 (1)	실물	국내	주식	550000	미래에셋자산운용	50000	0.25	비과세
KR7267770006	267770	미래에셋 TIGER 200선물레버리지증권상장지수투자신탁(주식-파생형)	TIGER 200선물레버리지	MIRAE ASSET TIGER 200 FUTURES LEVERAGE ETF	2017-04-25	코스피 200 선물지수	KRX	2X 레버리지 (2)	실물	국내	주식	7100000	미래에셋자산운용	100000	0.09	배당소득세(보유기간과세)
KR7252710009	252710	미래에셋 TIGER 200선물인버스2X증권상장지수투자신탁(주식-파생형)	TIGER 200선물인버스2X	MIRAE ASSET TIGER 200 Futures Inverse 2X ETF	2016-09-22	코스피 200 선물지수	KRX	2X 인버스 (-2)	실물	국내	주식	56100000	미래에셋자산운용	100000	0.09	배당소득세(보유기간과세)
KR7243890001	243890	미래에셋 TIGER 200에너지화학레버리지증권상장지수투자신탁(주식-파생형)	TIGER 200에너지화학레버리지	MIRAE ASSET TIGER 200 ENERGY& LEVERAGE ETF	2016-05-13	코스피 200 에너지/화학	KRX	2X 레버리지 (2)	실물	국내	주식	850000	미래에셋자산운용	50000	0.69	배당소득세(보유기간과세)
KR7315270009	315270	미래에셋 TIGER 200커뮤니케이션서비스증권상장지수투자신탁(주식)	TIGER 200커뮤니케이션서비스	MIRAE ASSET TIGER 200Communication Service ETF	2019-01-15	코스피 200 커뮤니케이션서비스	KRX	일반 (1)	실물	국내	주식	440000	미래에셋자산운용	20000	0.4	비과세
KR7289480006	289480	미래에셋 TIGER 200커버드콜ATM증권상장지수투자신탁(주식-파생형)	TIGER 200커버드콜ATM	MIRAE ASSET TIGER 200 COVERED CALL ATM ETF	2018-02-09	코스피 200 커버드콜 ATM 지수	KRX	일반 (1)	실물	국내	주식	600000	미래에셋자산운용	100000	0.38	배당소득세(보유기간과세)
KR7227540002	227540	미래에셋 TIGER 200헬스케어증권상장지수투자신탁(주식)	TIGER 200 헬스케어	MIRAE ASSET TIGER 200 HEALTH CARE ETF	2015-09-23	코스피 200 헬스케어	KRX	일반 (1)	실물	국내	주식	800000	미래에셋자산운용	20000	0.4	비과세
KR7305540007	305540	미래에셋 TIGER 2차전지테마증권상장지수투자신탁(주식)	TIGER 2차전지테마	MIRAE ASSET TIGER SECONDARY CELL ETF	2018-09-12	WISE 2차전지 테마 지수	WiseFn	일반 (1)	실물	국내	주식	48700000	미래에셋자산운용	50000	0.5	비과세
KR7365040005	365040	미래에셋 TIGER AI코리아그로스액티브증권상장지수투자신탁(주식)	TIGER AI코리아그로스액티브	MIRAE ASSET TIGER AI KOREA GROWTH ACTIVE ETF	2020-09-29	코스피	KRX	일반 (1)	Active	국내	주식	1500000	미래에셋자산운용	100000	0.4	배당소득세(보유기간과세)
KR7357870005	357870	미래에셋 TIGER CD금리투자KIS특별자산상장지수투자신탁(CD-파생형)(합성)	TIGER CD금리투자KIS(합성)	MIRAE ASSET TIGER CD Rate Investment (SYNTH) ETF	2020-07-07	KIS CD Index(총수익)	KIS 채권평가	일반 (1)	합성	국내	기타	6266000	미래에셋자산운용	2000	0.15	배당소득세(보유기간과세)
KR7377990007	377990	미래에셋 TIGER Fn신재생에너지증권상장지수투자신탁(주식)	TIGER Fn신재생에너지	MIRAE ASSET TIGER Fn RENEWABLE ENERGY ETF	2021-03-05	FnGuide 신재생에너지 지수	FnGuide	일반 (1)	실물	국내	주식	1650000	미래에셋자산운용	50000	0.5	비과세
KR7341850006	341850	미래에셋 TIGER KIS부동산인프라채권TotalReturn부동산상장지수투자신탁(재간접형)	TIGER KIS부동산인프라채권TR	MIRAE ASSET TIGER KIS REAL ESTATE INFRA BOND TOTAL RETURN ETF	2020-05-22	KIS 부동산인프라채권 TR지수	KIS 채권평가	일반 (1)	실물	국내	혼합자산	6100000	미래에셋자산운용	50000	0.22	배당소득세(분리과세부동산ETF)
KR7364960005	364960	미래에셋 TIGER KRX BBIG K-뉴딜증권상장지수투자신탁(주식)	TIGER KRX BBIG K-뉴딜	MIRAE ASSET TIGER KRX BBIG K-NEW DEAL ETF	2020-10-07	KRX BBIG K-뉴딜지수	KRX	일반 (1)	실물	국내	주식	39750000	미래에셋자산운용	50000	0.4	비과세
KR7364980003	364980	미래에셋 TIGER KRX2차전지K-뉴딜증권상장지수투자신탁(주식)	TIGER KRX2차전지K-뉴딜	MIRAE ASSET TIGER KRX SECONDARY BATTERY K-NEW DEAL ETF	2020-10-07	KRX 2차전지 K-뉴딜지수	KRX	일반 (1)	실물	국내	주식	49750000	미래에셋자산운용	50000	0.4	비과세
KR7292160009	292160	미래에셋 TIGER KRX300증권상장지수투자신탁(주식)	TIGER KRX300	MIRAE ASSET TIGER KRX300 ETF	2018-03-26	KRX 300	KRX	일반 (1)	실물	국내	주식	1700000	미래에셋자산운용	100000	0.09	비과세
KR7364990002	364990	미래에셋 TIGER KRX게임K-뉴딜증권상장지수투자신탁(주식)	TIGER KRX게임K-뉴딜	MIRAE ASSET KRX TIGER GAME K-NEW DEAL ETF	2020-10-07	KRX 게임 K-뉴딜지수	KRX	일반 (1)	실물	국내	주식	3400000	미래에셋자산운용	50000	0.4	비과세
KR7364970004	364970	미래에셋 TIGER KRX바이오K-뉴딜증권상장지수투자신탁(주식)	TIGER KRX바이오K-뉴딜	MIRAE ASSET TIGER KRX BIO K-NEW DEAL ETF	2020-10-07	KRX 바이오 K-뉴딜지수	KRX	일반 (1)	실물	국내	주식	8350000	미래에셋자산운용	50000	0.4	비과세
KR7365000009	365000	미래에셋 TIGER KRX인터넷K-뉴딜증권상장지수투자신탁(주식)	TIGER KRX인터넷K-뉴딜	MIRAE ASSET TIGER KRX INTERNET K-NEW DEAL ETF	2020-10-07	KRX 인터넷 K-뉴딜지수	KRX	일반 (1)	실물	국내	주식	3800000	미래에셋자산운용	50000	0.4	비과세
KR7300610003	300610	미래에셋 TIGER K게임증권상장지수투자신탁(주식)	TIGER K게임	MIRAE ASSET TIGER K-GAME ETF	2018-07-24	WISE K게임 테마 지수	WiseFn	일반 (1)	실물	국내	주식	450000	미래에셋자산운용	50000	0.5	비과세
KR7138530001	138530	미래에셋 TIGER LG그룹+ 증권상장지수투자신탁(주식)	TIGER LG그룹+펀더멘털	MIRAE ASSET TIGER LG GROUP+ ETF	2011-03-10	MKF LG그룹+ FW	FnGuide	일반 (1)	실물	국내	주식	1580000	미래에셋자산운용	20000	0.15	비과세
KR7289260002	289260	미래에셋 TIGER MSCI KOREA ESG리더스증권상장지수투자신탁(주식)	TIGER MSCI KOREA ESG리더스	MIRAE ASSET TIGER MSCI KOREA ESG LEADERS ETF	2018-02-07	MSCI Korea Country ESG Leaders Capped Index	MSCI	일반 (1)	실물	국내	주식	5100000	미래에셋자산운용	30000	0.4	비과세
KR7289250003	289250	미래에셋 TIGER MSCI KOREA ESG유니버설증권상장지수투자신탁(주식)	TIGER MSCI KOREA ESG유니버설	MIRAE ASSET TIGER MSCI KOREA ESG UNIVERSAL ETF	2018-02-07	MSCI Korea ESG Universal Index	MSCI	일반 (1)	실물	국내	주식	570000	미래에셋자산운용	30000	0.4	비과세
KR7310970009	310970	미래에셋 TIGER MSCI Korea Total Return증권상장지수투자신탁(주식)	TIGER MSCI Korea TR	MIRAE ASSET TIGER MSCI Korea Total Return ETF	2018-11-20	MSCI Korea TR Index	MSCI	일반 (1)	실물	국내	주식	59000000	미래에셋자산운용	100000	0.12	배당소득세(보유기간과세)
KR7143850006	143850	미래에셋 TIGER S&P500선물 증권상장지수투자신탁(주식-파생형)	TIGER 미국S&P500선물(H)	MIRAE ASSET TIGER S&P500 FUTURES ETF	2011-07-18	S&P 500 Futures Index(ER)	S&P	일반 (1)	실물	해외	주식	4475000	미래에셋자산운용	25000	0.3	배당소득세(보유기간과세)
KR7269370003	269370	미래에셋 TIGER S&P글로벌인프라증권상장지수투자신탁 (주식-파생형)(합성)	TIGER S&P글로벌인프라(합성)	MIRAEASSET TIGER SYNTH-S&P GLOBAL INFRASTRUCTURE ETF	2017-05-16	S&P Global Infrastructure Index	S&P	일반 (1)	합성	해외	주식	500000	미래에셋자산운용	100000	0.4	배당소득세(보유기간과세)
KR7292150000	292150	미래에셋 TIGER TOP10증권상장지수투자신탁(주식)	TIGER TOP10	MIRAE ASSET TIGER TOP10 ETF	2018-03-30	FnGuide TOP10 지수	FnGuide	일반 (1)	실물	국내	주식	70950000	미래에셋자산운용	50000	0.15	비과세
KR7139280002	139280	미래에셋 TIGER 경기방어 증권상장지수투자신탁(주식)	TIGER 경기방어	MIRAE ASSET TIGER CONSUMER STAPLES ETF	2011-04-06	코스피 200 경기방어소비재	KRX	일반 (1)	실물	국내	주식	9100000	미래에셋자산운용	20000	0.4	비과세
KR7237440003	237440	미래에셋 TIGER 경기방어혼합 증권상장지수투자신탁(채권혼합)	TIGER 경기방어채권혼합	MIRAE ASSET TIGER CONSUMER GOODS BALANCED ETF	2016-01-27	경기방어소비재 채권혼합 지수	KRX	일반 (1)	실물	국내	혼합자산	1100000	미래에셋자산운용	100000	0.2	배당소득세(보유기간과세)
KR7319640009	319640	미래에셋 TIGER 골드선물특별자산상장지수투자신탁(금-파생형)(H)	TIGER 골드선물(H)	MIRAE ASSET TIGER GOLD FUTURES ETF(H)	2019-04-09	S&P GSCI Gold Index(TR)	S&P	일반 (1)	실물	해외	원자재	1900000	미래에셋자산운용	100000	0.39	배당소득세(보유기간과세)
KR7160580007	160580	미래에셋 TIGER 구리실물 특별자산상장지수투자신탁(금속)	TIGER 구리실물	MIRAE ASSET TIGER PHYSICAL COPPER ETF	2012-12-17	S&P GSCI Cash Copper Index	S&P	일반 (1)	실물	해외	원자재	1225000	미래에셋자산운용	25000	0.83	배당소득세(보유기간과세)
KR7114820004	114820	미래에셋 TIGER 국채3 증권상장지수투자신탁(채권)	TIGER 국채3년	MIRAE ASSET TIGER KTB3 ETF	2009-08-27	KTB INDEX(시장가격)	KRX	일반 (1)	실물	국내	채권	600000	미래에셋자산운용	30000	0.15	배당소득세(보유기간과세)
KR7302180005	302180	미래에셋 TIGER 국채선물10년인버스증권상장지수투자신탁(채권-파생형)	TIGER 국채선물10년인버스	MIRAE ASSET TIGER KTB 10Y FUTURES INVERSE ETF	2018-07-20	10년국채선물지수	KRX	1X 인버스 (-1)	실물	국내	채권	120000	미래에셋자산운용	20000	0.07	배당소득세(보유기간과세)
KR7302170006	302170	미래에셋 TIGER 국채선물3년인버스증권상장지수투자신탁(채권-파생형)	TIGER 국채선물3년인버스	MIRAE ASSET TIGER KTB 3Y FUTURES INVERSE ETF	2018-07-20	국채선물지수	KRX	1X 인버스 (-1)	실물	국내	채권	140000	미래에셋자산운용	20000	0.07	배당소득세(보유기간과세)
KR7371450008	371450	미래에셋 TIGER 글로벌클라우드컴퓨팅INDXX증권상장지수투자신탁(주식-파생형)	TIGER 글로벌클라우드컴퓨팅INDXX	MIRAE ASSET TIGER GLOBAL CLOUD COMPUTING INDXX ETF	2020-12-08	Indxx Global Cloud Computing Index(Net Total Return)	Indxx	일반 (1)	실물	해외	주식	4520000	미래에셋자산운용	40000	0.49	배당소득세(보유기간과세)
KR7248270001	248270	미래에셋 TIGER 글로벌헬스케어 증권상장지수투자신탁(주식-파생형)(합성)	TIGER S&P글로벌헬스케어(합성)	MIRAE ASSET TIGER SYNTH-GLOBAL HEALTHCARE ETF	2016-07-01	S&P Global 1200 Health Care Index	S&P	일반 (1)	합성	해외	주식	1000000	미래에셋자산운용	100000	0.4	배당소득세(보유기간과세)
KR7139310007	139310	미래에셋 TIGER 금속선물 특별자산상장지수투자신탁(금속-파생형)	TIGER 금속선물(H)	MIRAE ASSET TIGER METAL FUTURES ETF	2011-04-08	S&P GSCI Industrial Metals Select Index(TR)	S&P	일반 (1)	실물	해외	원자재	700000	미래에셋자산운용	100000	0.69	배당소득세(보유기간과세)
KR7139320006	139320	미래에셋 TIGER 금은선물 특별자산상장지수투자신탁(금속-파생형)	TIGER 금은선물(H)	MIRAE ASSET TIGER PRECIOUS METAL FUTURES ETF	2011-04-08	S&P GSCI Precious Metals Index(TR)	S&P	일반 (1)	실물	해외	원자재	800000	미래에셋자산운용	100000	0.69	배당소득세(보유기간과세)
KR7133690008	133690	미래에셋 TIGER 나스닥100 증권상장지수투자신탁(주식)	TIGER 미국나스닥100	MIRAE ASSET TIGER NASDAQ100 ETF	2010-10-18	NASDAQ 100	NASDAQ	일반 (1)	실물	해외	주식	11000000	미래에셋자산운용	100000	0.07	배당소득세(해외주식투자전용ETF)
KR7137610002	137610	미래에셋 TIGER 농산물선물 특별자산상장지수투자신탁(농산물-파생형)	TIGER 농산물선물Enhanced(H)	MIRAE ASSET TIGER AGRI FUTURES ETF	2011-01-11	S&P GSCI Agriculture Enhanced Index(ER)	S&P	일반 (1)	실물	해외	원자재	5600000	미래에셋자산운용	100000	0.69	배당소득세(보유기간과세)
KR7272580002	272580	미래에셋 TIGER 단기채권액티브증권상장지수투자신탁(채권)	TIGER 단기채권액티브	MIRAE ASSET TIGER MONEY MARKET ACTIVE ETF	2017-06-29	KIS 통안채 3개월(총수익)	KIS 채권평가	일반 (1)	Active	국내	채권	4228000	미래에셋자산운용	2000	0.07	배당소득세(보유기간과세)
KR7157450008	157450	미래에셋 TIGER 단기통안채증권상장지수투자신탁(채권)	TIGER 단기통안채	MIRAE ASSET TIGER MONEY MARKET ETF	2012-05-16	KIS 통안채 3개월(총수익)	KIS 채권평가	일반 (1)	실물	국내	채권	13441000	미래에셋자산운용	1000	0.09	배당소득세(보유기간과세)
KR7105010003	105010	미래에셋 TIGER 라틴 증권상장지수투자신탁(주식)	TIGER 라틴35	MIRAE ASSET TIGER LATIN ETF	2008-08-27	BNY Latin America 35 ADR	BNY Mellon	일반 (1)	실물	해외	주식	2100000	미래에셋자산운용	100000	0.49	배당소득세(해외주식투자전용ETF)
KR7123320004	123320	미래에셋 TIGER 레버리지 증권상장지수투자신탁(주식-파생형)	TIGER 레버리지	MIRAE ASSET TIGER LEVERAGE ETF	2010-04-09	코스피 200	KRX	2X 레버리지 (2)	실물	국내	주식	1100000	미래에셋자산운용	100000	0.09	배당소득세(보유기간과세)
KR7147970008	147970	미래에셋 TIGER 모멘텀 증권상장지수투자신탁(주식)	TIGER 모멘텀	MIRAE ASSET TIGER MOMENTUM ETF	2011-10-26	FnGuide 모멘텀 지수	FnGuide	일반 (1)	실물	국내	주식	220000	미래에셋자산운용	20000	0.29	비과세
KR7360750004	360750	미래에셋 TIGER 미국S&P500증권상장지수투자신탁(주식)	TIGER 미국S&P500	MIRAE ASSET TIGER S&P500 ETF	2020-08-07	S&P 500	S&P	일반 (1)	실물	해외	주식	28600000	미래에셋자산운용	100000	0.07	배당소득세(보유기간과세)
KR7245340005	245340	미래에셋 TIGER 미국다우존스30 증권상장지수투자신탁(주식-파생형)	TIGER 미국다우존스30	MIRAE ASSET TIGER DOW JONES 30 ETF	2016-07-01	Dow Jones Industrial Average	S&P	일반 (1)	실물	해외	주식	2900000	미래에셋자산운용	100000	0.35	배당소득세(해외주식투자전용ETF)
KR7329750004	329750	미래에셋 TIGER 미국달러단기채권액티브증권상장지수투자신탁(채권-파생형)	TIGER 미국달러단기채권액티브	MIRAE ASSET TIGER USD MONEY MARKET ACTIVE ETF	2019-07-24	KIS U.S. TREASURY BOND 0-1Y 지수(총수익)	KIS 채권평가	일반 (1)	Active	해외	채권	6270000	미래에셋자산운용	10000	0.3	배당소득세(보유기간과세)
KR7261110001	261110	미래에셋 TIGER 미국달러선물레버리지특별자산상장지수투자신탁(달러-파생형)	TIGER 미국달러선물레버리지	MIRAE ASSET TIGER USD Futures Leverage ETF	2016-12-27	미국달러선물지수	KRX	2X 레버리지 (2)	실물	국내	통화	700000	미래에셋자산운용	100000	0.47	배당소득세(보유기간과세)
KR7261120000	261120	미래에셋 TIGER 미국달러선물인버스2X특별자산상장지수투자신탁(달러-파생형)	TIGER 미국달러선물인버스2X	MIRAE ASSET TIGER USD Futures Inverse2X ETF	2016-12-27	미국달러선물지수	KRX	2X 인버스 (-2)	실물	국내	통화	800000	미래에셋자산운용	100000	0.47	배당소득세(보유기간과세)
KR7305080004	305080	미래에셋 TIGER 미국채10년선물증권상장지수투자신탁(채권-파생형)	TIGER 미국채10년선물	MIRAE ASSET TIGER 10Y U.S. TREASURY NOTE FUTURES ETF	2018-08-30	S&P 10-Year U.S. Treasury Note Futures(ER)	S&P	일반 (1)	실물	해외	채권	4300000	미래에셋자산운용	100000	0.29	배당소득세(보유기간과세)
KR7381170000	381170	미래에셋 TIGER 미국테크TOP10 INDXX증권상장지수투자신탁(주식)	TIGER 미국테크TOP10 INDXX	MIRAE ASSET TIGER US Tech TOP10 INDXX ETF	2021-04-09	Indxx US Tech Top 10 Index	Indxx	일반 (1)	실물	해외	주식	12300000	미래에셋자산운용	50000	0.49	배당소득세(보유기간과세)
KR7381180009	381180	미래에셋 TIGER 미국필라델피아반도체나스닥증권상장지수투자신탁(주식)	TIGER 미국필라델피아반도체나스닥	MIRAE ASSET TIGER US PHLX Semiconductor Sector Nasdaq ETF	2021-04-09	PHLX Semiconductor Sector Index	NASDAQ	일반 (1)	실물	해외	주식	22900000	미래에셋자산운용	50000	0.49	배당소득세(보유기간과세)
KR7228810008	228810	미래에셋 TIGER 미디어컨텐츠 증권상장지수투자신탁(주식)	TIGER 미디어컨텐츠	MIRAE ASSET TIGER MEDIA CONTENTS ETF	2015-10-07	WISE 미디어컨텐츠 지수	WiseFn	일반 (1)	실물	국내	주식	5370000	미래에셋자산운용	30000	0.5	비과세
KR7091230003	91230	미래에셋 TIGER 반도체 증권상장지수투자신탁(주식)	TIGER 반도체	MIRAE ASSET TIGER SEMICON ETF	2006-06-27	KRX 반도체	KRX	일반 (1)	실물	국내	주식	3400000	미래에셋자산운용	20000	0.46	비과세
KR7098560006	98560	미래에셋 TIGER 방송통신증권상장지수투자신탁(주식)	TIGER 방송통신	MIRAE ASSET TIGER MEDIA&TELECOM ETF	2007-09-07	KRX 방송통신	KRX	일반 (1)	실물	국내	주식	580000	미래에셋자산운용	20000	0.46	비과세
KR7329200000	329200	미래에셋 TIGER 부동산인프라고배당혼합자산상장지수투자신탁(재간접형)	TIGER 부동산인프라고배당	MIRAE ASSET TIGER REAL ESTATE INFRA HIGH DIVIDEND ETF	2019-07-19	FnGuide 부동산인프라고배당 지수	FnGuide	일반 (1)	실물	국내	부동산	18050000	미래에셋자산운용	50000	0.29	비과세
KR7138520002	138520	미래에셋 TIGER 삼성그룹 증권상장지수투자신탁(주식)	TIGER 삼성그룹펀더멘털	MIRAE ASSET TIGER SAMSUNG GROUP ETF	2011-03-07	MKF SAMs FW	FnGuide	일반 (1)	실물	국내	주식	1760000	미래에셋자산운용	20000	0.15	비과세
KR7157490004	157490	미래에셋 TIGER 소프트웨어 증권상장지수투자신탁(주식)	TIGER 소프트웨어	MIRAE ASSET TIGER SOFTWARE ETF	2012-05-16	FnGuide 소프트웨어 지수	FnGuide	일반 (1)	실물	국내	주식	4680000	미래에셋자산운용	20000	0.4	비과세
KR7228800009	228800	미래에셋 TIGER 여행레저 증권상장지수투자신탁(주식)	TIGER 여행레저	MIRAE ASSET TIGER TOUR LEISURE ETF	2015-10-07	WISE 여행레저 지수	WiseFn	일반 (1)	실물	국내	주식	12240000	미래에셋자산운용	30000	0.5	비과세
KR7227570009	227570	미래에셋 TIGER 우량가치 증권상장지수투자신탁(주식)	TIGER 우량가치	MIRAE ASSET TIGER QUALITY VALUE ETF	2015-09-23	FnGuide 퀄리티밸류 지수	FnGuide	일반 (1)	실물	국내	주식	1560000	미래에셋자산운용	30000	0.4	비과세
KR7261140008	261140	미래에셋 TIGER 우선주증권상장지수투자신탁(주식)	TIGER 우선주	MIRAE ASSET TIGER PREFERRED STOCK ETF	2017-01-06	코스피 우선주 지수	KRX	일반 (1)	실물	국내	주식	540000	미래에셋자산운용	20000	0.29	비과세
KR7130680002	130680	미래에셋 TIGER 원유선물 특별자산상장지수투자신탁(원유-파생형)	TIGER 원유선물Enhanced(H)	MIRAE ASSET TIGER WTI FUTURES ETF	2010-08-02	S&P GSCI Crude Oil Enhanced Index ER	S&P	일반 (1)	실물	해외	원자재	30150000	미래에셋자산운용	50000	0.69	배당소득세(보유기간과세)
KR7245350004	245350	미래에셋 TIGER 유로스탁스배당30 증권상장지수투자신탁(주식-파생형)	TIGER 유로스탁스배당30	MIRAE ASSET TIGER EURO STOXX DIVIDEND 30 ETF	2016-07-01	Euro STOXX Select Dividend 30	STOXX	일반 (1)	실물	해외	주식	1200000	미래에셋자산운용	100000	0.35	배당소득세(해외주식투자전용ETF)
